Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported,Covered by 5 Year Energy Action and Assessment Required in 2019,5 Year Energy Action and Assessment Compliance Status
"DTGS Boston, MA",Compliant,Hotel,400 Soldiers Field Road,02134-1893,333000,45.6,97,,Hotel,1990,1044,3.1,15194510.5,0.658077937,0.285371681,,40.49,,,,2200102000,"2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - Offsite Renewables
Dudley Branch,Municipal,Library,65 Warren St,02116,25933,Not Available,,,Library,2000,Not Available,Not Available,Not Available,,,,Not Available,,,,1201180000,"2016, 2017, 2018, 2019, ",No,
Dudley Greenville,Compliant,Multifamily Housing,205 Dudley St,02119,35873,83.2,62,,"Multifamily Housing, Parking",2014,175.1,4.9,2986263.8,0.232683161,0.747321754,,60.04,,,,1200023010,"2018, 2019, ",No,
Dudley St,Compliant,Non-Refrigerated Warehouse,55 Humphreys St,02125,105000,0.8,100,,Non-Refrigerated Warehouse,1950,6.2,0.1,82992.3,0.920869351,,,1.05,," 
 ",,0703676000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
E-05 Station,Municipal,Police Station,1708 Centrer St,02132,14290,196.4,,,Police Station,2000,171.3,12,2806059.2,0.334533081,0.636719639,,19.26,,,,2005719000,"2016, 2017, 2018, 2019, ",No,
E-13 Station,Municipal,Police Station,3347 Washington St,02130,14750,138.1,,,Police Station,2000,126.1,8.5,2037308.6,0.370089117,0.59810821,,Not Available,,,,1102261000,"2016, 2017, 2018, 2019, ",No,
E-18 Station,Municipal,Police Station,1249 Hyde Park Ave,02136,23400,101.8,,,Police Station,2000,142,6.1,2381165.1,0.274722788,0.701669531,,Not Available,,,,1809107000,"2016, 2017, 2018, 2019, ",No,
East Berkeley Lofts,Compliant,Multifamily Housing,160 East Berkeley Street,02118,50985,55.4,74,,Multifamily Housing,2003,173.3,3.4,2822243.2,0.350292791,0.619605674,,47.33,,,,0306266000,"2018, 2019, ",No,
EAST BOSTON HS,Municipal,K-12 School,86 White St.,02128,212505,78.5,58,,K-12 School,1926,936.6,4.4,16672584.9,0.129269749,0.859621761,,Not Available,,,,103384000,"2016, 2017, 2018, 2019, ",No,
East Boston Neighborhood Health Center,Compliant,Urgent Care/Clinic/Other Outpatient,10 Gove St,02128,57458,116.3,,,Urgent Care/Clinic/Other Outpatient,1978,446.7,7.8,6680887.1,0.580069232,0.370083907,,30.72,,,,105815000,"2014, 2015, 2017, 2018, 2019, ",No,
East Boston Stadium,Municipal,Other,143 Porter St,02128,112500,8.4,,,Other,2000,70.4,0.6,940040.1,0.920867546,,,Not Available,,,,104164006,"2016, 2017, 2018, 2019, ",No,
East Coast Condominium,Voluntary,Multifamily Housing,"122, 130 Fulton Street",02109,24455,75.4,36,,Multifamily Housing,1900,110.3,4.5,1844117,0.283441874,0.6922012,,34.78,,,,303471000,"2018, 2019, ",No,
EBNHC - Maverick,Compliant,Urgent Care/Clinic/Other Outpatient,20 Maverick Square,02128,47777,110.5,,,Urgent Care/Clinic/Other Outpatient,2012,347.1,7.3,5278062.7,0.533965365,0.420149594,,19.44,,,,105658010,"2017, 2018, 2019, ",No,
Eco Brainerd LLC,Compliant,Multifamily Housing,75 Brainerd Rd,02134,67527,47.4,94,2018,Multifamily Housing,2014,208.9,3.1,3202838.9,0.510898318,0.445198789,,29.18,,,,"2101529000, 2101531000","2017, 2018, 2019, ",No,
Economy Plumbing && Heating Supply Co,Compliant,Distribution Center,875 Morton Street,02126,75000,19.9,76,,Distribution Center,2007,89.1,1.2,1493977.2,0.275238353,0.701109696,,2.29,,Plumbing & Heating Supply Company - Primarily used as a Warehouse storage and distribution with roughly only 10% used as offices. ,,4051719,"2014, 2015, 2016, 2018, 2019, ",Yes,Not Compliant
Edge Brainerd LLC,Compliant,Multifamily Housing,60 Brainerd Rd,02134,64079,49.6,94,2018,Multifamily Housing,2013,199.1,3.1,3180715,0.399507264,0.566161979,,37.4,,,,2101478000,"2017, 2018, 2019, ",No,
Edgemere Garden,Compliant,Multifamily Housing,125 Edgemere Rd,02132,17029,97.1,95,,Multifamily Housing,2011,93.1,5.5,1654004.1,0.132891073,0.855689294,,Not Available,,,,1812339010,"2015, 2017, 2018, 2019, ",No,
EDISON,Municipal,K-12 School,60 Glenmont Rd.,02135,100500,67.9,70,,K-12 School,1932,384.6,3.8,6826203.9,0.136072245,0.85223471,,Not Available,,,,2205229000,"2016, 2017, 2018, 2019, ",No,
Edward Sullivan Condominium 401-407 W 1st St,Compliant,Multifamily Housing,401-407 West First Street,02127,89096,3.1,,,"Multifamily Housing, Office, Parking",2014,17,0.2,274566.1,0.376193958,0.5914787,,16.49,,This is a condominium building.,,0602875000,"2019, ",No,
EDWARDS,Municipal,K-12 School,28 Walker St.,02129,81668,53.7,82,,K-12 School,1932,252.5,3.1,4384273.8,0.188833229,0.794939883,,Not Available,,,,200963000,"2016, 2017, 2018, 2019, ",No,
EEC EAST BOSTON,Municipal,K-12 School,135 Gove St.,02128,36400,76.1,36,,K-12 School,1998,168.5,4.6,2771792.8,0.324354814,0.647772481,,Not Available,,,,103989000,"2016, 2017, 2018, 2019, ",No,
EEC MATTAPAN,Municipal,K-12 School,108 Babson St.,02126,36820,72.8,37,,K-12 School,1998,165,4.5,2680695.1,0.355460629,0.613993699,,Not Available,,,,1800513000,"2016, 2017, 2018, 2019, ",No,
EEC ROXBURY,Municipal,K-12 School,263 Blue Hill Ave.,02119,35000,83.3,29,,K-12 School,1998,176.6,5,2915234.1,0.314408218,0.658573835,,9.58,,,,1202935000,"2016, 2017, 2018, 2019, ",No,
EF Campus - International House,Compliant,Other - Education,200 Lake Street,02135,144000,27,,,Other - Education,1911,263.4,1.8,3888336.6,0.617253799,0.329703966,,23.62,,,,2204704000,"2015, 2017, 2018, 2019, ",No,
EGLESTON,Municipal,K-12 School,3134 Wasington St,02130,30000,6.6,100,,K-12 School,1978,14.9,0.5,199307.7,0.920866807,,,Not Available,,,,1101465010,"2016, 2017, 2018, 2019, ",No,
Egleston Branch,Municipal,Library,2044 Columbus Ave,02119,6000,114.4,,,Library,2000,42.1,7,686601.4,0.346618272,0.623596165,,Not Available,,,,1101624000,"2016, 2017, 2018, 2019, ",No,
Egleston Crossing-3033,Compliant,Multifamily Housing,3033 Washington Street,02119,55719,69.5,49,,"Multifamily Housing, Parking",2005,246.3,4.4,3872960.4,0.441794136,0.520241312,,56.52,,,,1101005000,"2015, 2016, 2017, 2018, 2019, ",No,
Element Brainerd LLC,Compliant,Multifamily Housing,65 Brainerd Rd,02134,77303,48.5,88,2018,Multifamily Housing,2012,243.4,3.1,3751191.5,0.496862877,0.460440369,,34.6,,,,2101528000,"2017, 2018, 2019, ",No,
Eleven West,Compliant,Multifamily Housing,11 West Broadway,02127,108163,15.5,100,,"Multifamily Housing, Other - Restaurant/Bar, Parking",2013,99.8,0.9,1680608.5,0.264010982,0.713301938,,19.59,,Property has an average monthly occupancy of 90% for 2015,,0600055010 060006100,"2015, 2016, 2017, 2018, 2019, ",No,
ELIOT,Municipal,K-12 School,18 Charter St.,02113,34603,60.8,71,,K-12 School,1932,122.2,3.5,2103335,0.210389348,0.771531354,,Not Available,,,,302104000,"2016, 2017, 2018, 2019, ",No,
ELLIS,Municipal,K-12 School,302 Walnut Ave.,02119,51123,52.4,87,,K-12 School,1932,150.7,2.9,2676680.8,0.13369472,0.854816532,,Not Available,,,,1202985000,"2016, 2017, 2018, 2019, ",No,
Embassy Suites Boston Logan Airport,Compliant,Hotel,167 Cottage Street,02128,288000,65.1,94,,"Hotel, Parking, Swimming Pool",2003,1194.6,4.1,18749610,0.447153538,0.514421367,,Not Available,,City of Boston parcel ID 0104102000.  167 Cottage St/ 207 Porter St. East Boston,,104102000,"2016, 2017, 2018, 2019, ",Yes,Compliant - Offsite Renewables
EMERSON,Municipal,K-12 School,6 Shirley St.,02119,23320,78.1,46,,K-12 School,1924,106.2,4.6,1821364.1,0.219982287,0.761114101,,Not Available,,,,800593000,"2016, 2017, 2018, 2019, ",No,
Emerson Place - 19100,Compliant,Multifamily Housing,10 Emerson PL ,02114,509460,64.3,76,,Multifamily Housing,1962,1952.2,3.8,32766430.1,0.272390497,0.703717128,,32.35,,"2017-1  Gas - Meter identified and added to 10 Emerson profile.
2014-1  Assessor's address is 1 25 Emerson Pl.
2014-2  Commercial is 3% of total bldg sq ft so did not break out as separate use.  No ind space is over 5,000 sq ft.",,0300449000,"2015, 2016, 2017, 2018, 2019, ",No,
Emmanuel Church,Compliant,Worship Facility,15 Newbury Street,02116,43779,44.7,40,,Worship Facility,1861,131.3,3,1956930,0.075425148,,0.918093391,17.51,,,,0501198000,"2016, 2017, 2018, 2019, ",No,
Emmanuel College,Compliant,Medical Office,41 Avenue Louis Pasteur,02115,50000,200.7,1,,"Medical Office, Parking",1948,620.3,12.4,10036837.6,0.366648157,0.601844808,,12.61,,,,401847015,"2017, 2018, 2019, ",No,
Engine 02,Municipal,Fire Station,700 East Fourth St,02127,14040,94.5,,,Fire Station,2000,77.1,5.5,1327004,0.209896096,0.772067002,,Not Available,,,,602362000,"2016, 2017, 2018, 2019, ",No,
Engine 03,Municipal,Fire Station,618 Harrison Ave,02111,6000,120,,,Fire Station,2000,42.5,7.1,720239.7,0.251113191,0.727307867,,Not Available,,,,801129000,"2016, 2017, 2018, 2019, ",No,
Engine 04,Municipal,Fire Station,200 Cambridge St,02129,18150,70.6,,,Fire Station,2000,76.8,4.2,1281762.3,0.286656488,0.688710379,,Not Available,,,,300139000,"2016, 2017, 2018, 2019, ",No,
Engine 05,Municipal,Fire Station,360 Saratoga St,02128,10080,46.7,,,Fire Station,2000,27.4,2.7,470303.3,0.218107251,0.763150078,,Not Available,,,,107039000,"2016, 2017, 2018, 2019, ",No,
Engine 07,Municipal,Fire Station,200 Columbus Ave,02116,11376,115.3,,,Fire Station,2000,97.2,8.5,1311972.6,0.884616005,0.039366676,,Not Available,,,,501129000,"2016, 2017, 2018, 2019, ",No,
Engine 08,Municipal,Fire Station,392 Hanover St,02109,9926,156.9,,,Fire Station,2000,88.8,9,1556957.7,0.166684904,0.818991422,,Not Available,,,,302072000,"2016, 2017, 2018, 2019, ",No,
Engine 09,Municipal,Fire Station,239 Sumner St,02128,18836,133,,,Fire Station,2000,152.3,8.1,2504371.2,0.325357064,0.646684126,,Not Available,,,,105382000,"2016, 2017, 2018, 2019, ",No,
Engine 10,Municipal,Fire Station,125 Purchase St,02110,30052,172.6,,,Fire Station,2000,312.1,10.4,5187656.8,0.297601366,0.67682492,,Not Available,,,,304102000,"2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Engine 14,Municipal,Fire Station,174 Dudley St,02119,13200,111.3,,,Fire Station,2000,88.7,6.7,1468892.2,0.307688331,0.665871192,,Not Available,,,,802523000,"2016, 2017, 2018, 2019, ",No,
Engine 16,Municipal,Fire Station,9 Gallivan Boulevard,02124,18060,69,,,Fire Station,2000,72,4,1245815.3,0.197627305,0.785390098,,Not Available,,,,1703428000,"2016, 2017, 2018, 2019, ",No,
Engine 17,Municipal,Fire Station,7 Parish St,02122,10008,157.4,,,Fire Station,2000,89.6,9,1574951,0.159080519,0.827249229,,Not Available,,,,1500363000,"2016, 2017, 2018, 2019, ",No,
Engine 18,Municipal,Fire Station,1884 Dorchester Ave,02124,10800,44.4,,,Fire Station,2000,30,2.8,480006.7,0.39638526,0.569552467,,Not Available,,,,1603096000,"2016, 2017, 2018, 2019, ",No,
Engine 20,Municipal,Fire Station,301 Neponset Ave,02122,12000,93.9,,,Fire Station,2000,64.4,5.4,1126332.2,0.172654422,0.812508956,,Not Available,,,,1603905010,"2016, 2017, 2018, 2019, ",No,
Engine 21,Municipal,Fire Station,641 Columbia Rd,02125,12000,70.4,,,Fire Station,2000,47.7,4,845218.9,0.14071548,0.847192366,,Not Available,,,,704006000,"2016, 2017, 2018, 2019, ",No,
Engine 22,Municipal,Fire Station,700 Tremont St,02118,10500,59.2,,,Fire Station,2000,40.8,3.9,621690.3,0.529099425,0.425433693,,Not Available,,,,900523000,"2016, 2017, 2018, 2019, ",No,
Engine 24,Municipal,Fire Station,36 Washington St,02121,12600,118.3,,,Fire Station,2000,87.6,7,1490506.9,0.238260941,0.741264599,,Not Available,,,,1400748000,"2016, 2017, 2018, 2019, ",No,
Engine 28,Municipal,Fire Station,746 Centre St,02119,13424,99.2,,,Fire Station,2000,80.2,6,1331603.7,0.300640382,0.673524713,,Not Available,,,,1901314000,"2016, 2017, 2018, 2019, ",No,
Engine 29,Municipal,Fire Station,138 Chestnut Hill Ave,02135,11292,135,,,Fire Station,2000,87.3,7.7,1524527.5,0.176238804,0.80861644,,Not Available,,,,2102550000,"2016, 2017, 2018, 2019, ",No,
Engine 30,Municipal,Fire Station,1940 Centre St,02132,9600,113.8,,,Fire Station,2000,64.7,6.7,1092118.5,0.259675385,0.718009996,,Not Available,,,,2005784000,"2016, 2017, 2018, 2019, ",No,
Engine 32,Municipal,Fire Station,525 Main St,02129,10914,140.7,,,Fire Station,2000,93.4,8.6,1535772.7,0.324480996,0.647635552,,Not Available,,,,201825000,"2016, 2017, 2018, 2019, ",No,
Engine 33,Municipal,Fire Station,941 Boylston St,02115,11580,73.4,,,Fire Station,2000,55.2,4.8,849858.3,0.499790695,0.457260934,,Not Available,,,,503064000,"2016, 2017, 2018, 2019, ",No,
Engine 37,Municipal,Fire Station,560 Huntington Ave,02115,15824,104.2,,,Fire Station,2000,93.8,5.9,1649237.1,0.158828223,0.827523283,,Not Available,,,,402030000,"2016, 2017, 2018, 2019, ",No,
Engine 39,Municipal,Fire Station,272 D Street,02127,15640,103.3,,,Fire Station,2000,97.2,6.2,1615635.7,0.297828025,0.676578885,,Not Available,,,,601410000,"2016, 2017, 2018, 2019, ",No,
Engine 41,Municipal,Fire Station,460 Cambridge St,02134,12696,125.1,,,Fire Station,2000,97.3,7.7,1588551.5,0.344570396,0.625819811,,Not Available,,,,2100744000,"2016, 2017, 2018, 2019, ",No,
Engine 42,Municipal,Fire Station,1870 Columbus Ave,02119,10384,113.2,,,Fire Station,2000,69.3,6.7,1175116.5,0.245677635,0.733210707,,Not Available,,,,1100946001,"2016, 2017, 2018, 2019, ",No,
Engine 48,Municipal,Fire Station,60 Fairmount Ave,02136,16062,98.6,,,Fire Station,2000,93.6,5.8,1584218.6,0.252728509,0.72555391,,Not Available,,,,1809015000,"2016, 2017, 2018, 2019, ",No,
Engine 49,Municipal,Fire Station,209 Neponset Valley Parkway,02122,15000,24.3,,,Fire Station,2000,12.3,1.8,164234.3,0.920867143,,,Not Available,,,,1809746000,"2016, 2017, 2018, 2019, ",No,
Engine 50,Municipal,Fire Station,34 Winthrop St,02129,12000,11,,,Fire Station,2000,9.9,0.8,132093.7,0.920866361,,,Not Available,,,,203321000,"2016, 2017, 2018, 2019, ",No,
Engine 51,Municipal,Fire Station,425 Faneuil St,02135,8550,122.5,,,Fire Station,2000,60,7,1047558,0.173962683,0.811088264,,Not Available,,,,2203358000,"2016, 2017, 2018, 2019, ",No,
Engine 52,Municipal,Fire Station,975 Blue Hill Ave,02124,7760,220.2,,,Fire Station,2000,100.5,12.9,1708731.8,0.239465702,0.739956382,,Not Available,,,,1404362000,"2016, 2017, 2018, 2019, ",No,
Engine 53,Municipal,Fire Station,945 Canterbury St,02131,18644,85.3,,,Fire Station,2000,95.6,5.1,1590158.2,0.294990024,0.679660678,,Not Available,,,,1806649000,"2016, 2017, 2018, 2019, ",No,
Engine 55,Municipal,Fire Station,5115 WASHINGTON ST,02132,17912,67.3,,,Fire Station,2000,71.7,4,1205628.1,0.267816941,0.709168856,,Not Available,,,,2003043000,"2016, 2017, 2018, 2019, ",No,
Engine 56,Municipal,Fire Station,1 Ashley St,02128,6844,157.9,,,Fire Station,2000,62.2,9.1,1080537.4,0.186023515,0.797990889,,Not Available,,,,101681000,"2016, 2017, 2018, 2019, ",No,
English HS,Municipal,K-12 School,144 McBride St.,02130,225560,97.7,45,,K-12 School,1973,1207.8,5.4,22037257,0.071498337,0.922357624,,Not Available,,,,1102600000,"2016, 2017, 2018, 2019, ",No,
Essex Street Apartments,Compliant,Multifamily Housing,81 Essex Street,02111,30053,52.9,,,Multifamily Housing,1900,105.9,3.5,1588767.4,0.572433994,0.378375274,,50.14,,,,0304450050,"2018, 2019, ",No,
Esteves Hall,Compliant,Residence Hall/Dormitory,45 Harvard Way,02163,78375,70.4,76,,Residence Hall/Dormitory,1969,384.2,4.9,5516928.1,0.34944547,,0.62052576,40.21,,"Formerly called Baker Hall, a complete gut renovation took place from Feb 2014 to March 2015. This can account for the decreased or incomplete usages. The water had been shut off to the building in Feb 2014. The steam had also been shut off from June 2014 until Dec 2014.

Until Jan 2017, water was allocated by gross square footage for this property, and did not represent actual usage. After January 2017, monthly readings are accurate.

Steam usage is allocated based on GSF, shared meter with Chao and McCollum Center.",,2200530000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Evans Hall,Voluntary,College/University,305 Brookline Avenue,02215,31900,16,,,College/University,1938,38.2,1.2,510100.6,0.920867315,,,28.84,,,, 0402022000,"2018, 2019, ",No,
EVERETT,Municipal,K-12 School,71 Pleasant St.,02125,31410,72.1,65,,K-12 School,1909,127.5,4.1,2264362,0.134342597,0.854113035,,Not Available,,,,1301506000,"2016, 2017, 2018, 2019, ",No,
Evergreen Cemetery Administration Building,Municipal,Office,2060 Commonwealth Ave,02135,1800,Not Available,,,Office,2000,Not Available,Not Available,Not Available,,,,Not Available,,,,2102444000,"2016, 2017, 2018, 2019, ",No,
Excel Academy Charter High School,Compliant,K-12 School,401 Bremen Street,02128,67527,26.3,99,,K-12 School,2016,106.9,1.6,1779241.2,0.292844855,0.681990165,,6.04,,0104196010,,0104196010,"2017, 2018, 2019, ",No,
"Exeter Towers, LLC",Compliant,Multifamily Housing,28 Exeter Street,02116,114305,47.9,91,,"Multifamily Housing, Parking, Restaurant, Retail Store",1980,347.3,3,5471022.1,0.437014713,0.525431436,,36.92,,"This building consists of multiple addresses: 28 Exeter Street and 180, 182, 186, and 190 Newbury Street. The parcel numbers have been included under the Standard and Custom ID section.",,0501398000,"2018, 2019, ",No,
Fairview Cemetery Administration Building,Municipal,Office,45 Fairview Ave,02136,2400,33,69,,Office,2000,5.9,2.5,79204.6,0.920865922,,,Not Available,,,,1812269085,"2016, 2017, 2018, 2019, ",No,
Family Justice Center,Municipal,Social/Meeting Hall,989 Commonwealth Ave,02215,35000,80.1,,,Social/Meeting Hall,2000,177.6,5.1,2802280.2,0.432291934,0.530560077,,Not Available,,,,2100410000,"2016, 2017, 2018, 2019, ",No,
Faneuil Branch,Municipal,Library,319 Faneuil Street,02135,8072,25.1,,,Library,2000,15.2,1.9,202885.7,0.920867566,,,Not Available,,,,2203357000,"2016, 2017, 2018, 2019, ",No,
Faneuil Hall,Municipal,Other - Mall,Faneuil Hall South Market St.,02109,28000,41.9,,,Other - Mall,2000,77.9,2.8,1172985.6,0,,1,Not Available,,,,303689000,"2016, 2017, 2018, 2019, ",No,
Farnsworth House: 90 South St,Compliant,Multifamily Housing,90 South St,02130,75648,50.6,92,,Multifamily Housing,2010,231.1,3.1,3826616.2,0.307261847,0.666334319,,28.32,,"frail elderly/disabled population; computer center
fuel switch- oil to gas- in 9/2009",,1103125000,"2015, 2016, 2017, 2018, 2019, ",No,
Faros 20 Ashburton LLC,Compliant,Office,20 Ashburton Place,02108,51781,54.6,86,,Office,1968,202.6,3.9,2829652,0.559886538,,0.392000854,9.56,,Increase in tenancy has resulted in increased electrical usage for 2018. ,,302814000,"2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
FARRAGUT,Municipal,K-12 School,10 Fenwood Rd.,02115,35055,57.6,75,,K-12 School,1904,117.4,3.3,2020767.8,0.210014204,0.771938815,,Not Available,,,,1000269000,"2016, 2017, 2018, 2019, ",No,
Farrington/Highgate,Compliant,Multifamily Housing,33 Highgate Street,02134,37792,84.7,58,,Multifamily Housing,1912,177.8,4.7,3199114.8,0.103601743,0.887495503,,21.14,,,,21000669000,"2017, 2018, 2019, ",No,
Federal Express Building,Compliant,Distribution Center,775 Summer Street,02109,97000,87.7,60,,"Distribution Center, Office",1995,486.7,5,8508235.5,0.17269262,0.812467438,,3.3,,,,0603405000,"2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
