Property Name,Reported,Tax Parcel,Property Type,Address, Zip,"Gross Area (sq ft) 
",Site EUI (kBTU/sf),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link
87 Gainsborough St,Reported,401603000,Multifamily Housing,87 Gainsborough St.,2115,37120,2.2,100,,Multifamily Housing,1984,5.8,0.2,82973.8,1,,,,,,,2272.8,Not Available,,
79 Gainsborough St,Reported,401599000,Multifamily Housing,79 Gainsborough St,2115,37120,1.7,100,,Multifamily Housing,1984,4.4,0.1,62427,1,,,,,,,2348.01,Not Available,,
Deacon Condominiums,Reported,2100566000,Multifamily Housing,57-59 Brighton Ave ,2134,35000,68.7,92,,Multifamily Housing,1984,176.7,5,2404884.2,0.5,,,0.995,,,,44.33,Not Available,,
Vertex TWO,Reported,602671017,Laboratory,11 Fan Pier Blvd.,2210,516693,163.2,,,Laboratory,2013,5258.7,10.2,84321496,0.5436,0.4564,,,,,,15.23,Not Available,"Parcel B - Vertex Global Headquarters
LEED project ID  1000021955",
645 Summer Street,Reported,602816010,Office,645 Summer Street,2210,152788,70.2,51,,Office,1978,683.2,4.5,10727339,0.6214,0.3786,,,,,,3.04,693759.7,,
Vertex ONE,Reported,602671015,Laboratory,50 Northern Ave,2210,685239,147,,,"Laboratory, Parking, Retail Store",2013,5392.5,9.2,86051563.9,0.5613,0.4387,,,,,,16.13,Not Available,"Parcel A - Vertex Global Headquarters
LEED project ID  1000021954",
The Forbes Building: 545 Centre St.,Reported,1901974000,Multifamily Housing,545 Centre St.,2130,88616,104.3,40,,Multifamily Housing,1972,676.1,7.6,9245908.6,0.2655,,,0.7345,,,,43.44,Not Available,,
Modern Theater and 10 West Combined,Submitted with possible data errors,304826010,Residence Hall/Dormitory,525 Washington Street - 10 West Street,2111,190128,Not Available,,,"Performing Arts, Residence Hall/Dormitory",2010,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,"Because these two properties share water they are being reported together.  

The parcel ID#'s are:  

10 West: 0304826010
Modern Theater: 0304828000",
Miller Hall,Submitted with possible data errors,302803000,Residence Hall/Dormitory,10 Somerset Street,2108,131253,Not Available,,,Residence Hall/Dormitory,2004,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,
Sawyer Building,Reported,302802001,Office,8 Ashburton Place,2108,148334,55.5,77,,Office,1920,574.1,3.9,8229329.3,0.9781,0.219,,,,,,Not Available,Not Available,,
Sargent Hall,Submitted with possible data errors,304758010,Other,120 Tremont Street,2108,289804,Not Available,,,Other,1996,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,
B003-BRPH (M&V),Reported,0305251000 0305254000 0305253000 0305252000 ,College/University,136 Harrison Ave,2111,231534,338.8,,,College/University,1940,5336.6,23,78454314.8,0.4352,0.2,0.5647,,,,,45.23,Not Available,,
B011-Sackler,Reported,305371000,College/University,145 Harrison Ave,2111,136192,107.2,,,College/University,1986,992.2,7.3,14606194.3,0.497,,0.593,,,,,10.44,Not Available,,
B008_Jaharis,Reported,305104000,College/University,150 Harrison Ave,2111,179165,440.1,,,College/University,2002,5325.8,29.7,78850768,0.367,0.1,0.6932,,,,,46.93,Not Available,,
B001-Dental,Reported,305380000,College/University,1 Kneeland Street,2111,330486,279.7,,,College/University,1973,6207.2,18.8,92420635.9,0.246,,0.7954,,,,,17.36,Not Available,,
B002-PosnerHall,Reported,305081000,College/University,200 Harrison Ave,2111,61259,75.3,,,College/University,1951,264.8,4.3,4614389.9,0.257,0.7493,,,,,,9.14,Not Available,,
South Bay Center: South Bay Center,Reported,0703501045; 0703501030; 0703501055 ,Strip Mall,8 Allstate Road,2125,1109570,72.9,,,"Parking, Strip Mall",2005,1402,4.7,21616637.9,0.69,0.31,,,,,,40.01,Not Available,"Number of buildings: 3

5/13/20: This property covers 8 Allstate Road. 

South Bay Center was recently expanded to include South Bay Expansion (covered in a separate submission) but this property covers the water usage for the entire shopping center. The water meters were extended to include the Expansion. ",
The Revolution Hotel,Reported,500865000,Hotel,40 Berkeley,2116,67624,80,74,,Hotel,1899,331,4.9,5407412.4,0.4754,0.5246,,,,,,19.38,Not Available,,
Waterworks (Whitehall): 2420 Beacon Street,Reported,2102439060,Multifamily Housing,2420 Beacon Street,2467,61123,30.3,98,,Multifamily Housing,2006,113.1,1.9,1852308.9,0.4676,0.5324,,,,,,11.98,Not Available,High source EUI most likely coming from electricity use. Data within the electric meter is the whole building data sent directly from ConEd.,
Tufts Medical Center,Reported,305367000,Hospital (General Medical & Surgical),800 Washington St,2111,2133360,171.7,81,,"Data Center, Hospital (General Medical & Surgical), Parking",1982,21328.3,11.7,314195386.1,0.418,0.43,0.5841,,,,0.8353,38.61,Not Available,,
26 West Broadway,Reported,600026000,Multifamily Housing,26 West Broadway,2127,47364,54.7,94,,"Multifamily Housing, Parking",2013,126,3.1,2239149.2,0.1845,0.8155,,,,,,28.85,Not Available,,
Residences at 50 West Broadway,Reported,600022010,Multifamily Housing,50 West Broadway,2127,250755,55.7,33,,"Multifamily Housing, Other, Parking",2009,723.8,3.6,11185720.5,0.6815,0.3185,,,,,,25.99,Not Available,,
HURLEY,Municipal,900694000,K-12 School,70 Worcester St.,2118,42043,59.8,75,,K-12 School,1961,139.9,3.3,2515889.1,0.1467,0.8533,,,,,,2.64,Not Available,,
HOLMES,Municipal,1700125000,K-12 School,40 School St,2124,60280,52,84,,K-12 School,1906,174,2.9,3133919.9,0.1421,0.8579,,,,,,1.96,Not Available,,
HOLLAND,Municipal,1400030000,K-12 School,85 Olney St.,2121,138585,51.9,84,,"Heated Swimming Pool, K-12 School",1972,419.6,3,7193563.8,0.366,0.6934,,,,,,3.18,Not Available,,
HIGGINSON,Municipal,1101854000,K-12 School,160 Harrishof St.,2119,22968,45.8,87,,K-12 School,1922,59.5,2.6,1052719.6,0.2,0.8,,,,,,4.3,Not Available,,
WEST ROXBURY HS,Municipal,2008982000,K-12 School,1205 VFW PKWY,2132,227030,99.3,15,,"Heated Swimming Pool, K-12 School",1976,1325.1,5.8,22543877.2,0.3328,0.6672,,,,,,2.37,Not Available,,
HENNIGAN,Municipal,1001673000,K-12 School,200 Heath St.,2130,137800,116.2,26,,"Heated Swimming Pool, K-12 School",1972,883.5,6.4,16006708.8,0.1224,0.8776,,,,,,4.66,Not Available,,
Uphams Corner Health Center,Municipal,1301321000,Urgent Care/Clinic/Other Outpatient,500 Columbia Rd,2125,13600,108.3,,,Urgent Care/Clinic/Other Outpatient,2000,80.3,5.9,1472666.2,0.844,0.9156,,,,,,37.99,Not Available,,
Women's Shelter / Temporary Home,Reported,302644000,Residence Hall/Dormitory,41 New Chardon St,2114,32000,4.1,100,,Residence Hall/Dormitory,2000,9.2,0.3,130754.1,1,,,,,,,0.97,Not Available,,
INACTIVE - 1501 Commonwealth Ave,Municipal,2101830000,Senior Living Community,1501 Commonwealth Ave,2135,31861,Not Available,,,Senior Living Community,2000,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,
HEMENWAY,Municipal,1809550000,K-12 School,37 Millstone Rd.,2136,15077,70.8,44,,K-12 School,1947,61.9,4.1,1067346.5,0.2892,0.718,,,,,,45.97,Not Available,,
Boston Common Visitor Information Center,Reported,500812000,Other,Tremont St Vstr  /  West,2111,1234,399.8,,,Other,2000,33.2,26.9,493338.1,0.228,0.2928,,0.544,,,,194.11,Not Available,,
HAMILTON,Municipal,2102501000,K-12 School,198 Strathmore Rd.,2135,31570,45.1,91,,K-12 School,1924,78.7,2.5,1422977.6,0.1284,0.8716,,,,,,4.47,Not Available,,
Faneuil Hall,Municipal,303689000,Other - Mall,Faneuil Hall South Market St.,2109,28000,75.1,,,Other - Mall,2000,143.2,5.1,2101719.5,0.4646,,0.5354,,,,,3.95,Not Available,,
HERNANDEZ,Municipal,1101565000,K-12 School,61 School St.,2119,64313,56.6,83,,K-12 School,1923,199.1,3.1,3642905.7,0.897,0.913,,,,,,3.28,Not Available,,
HYDE PARK HS,Municipal,1807529000,K-12 School,655 Metropolitan Ave.,2136,186589,72,45,,K-12 School,1929,773.8,4.1,13442414.9,0.2613,0.7387,,,,,,1.45,Not Available,,
IRVING,Municipal,1904029000,K-12 School,105 Cummins HWY,2131,110370,51,85,,K-12 School,1936,312.6,2.8,5634104.4,0.1388,0.8612,,,,,,1.47,Not Available,,
District 3 Yard,Reported,1301627000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",160 Hancock St,2125,16000,79.1,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,71.6,4.5,1266280.5,0.217,0.7983,,,,,,3.37,Not Available,,
KING,Municipal,1400313000,K-12 School,77 Lawrence Ave.,2121,113462,40.7,93,,K-12 School,1937,258.3,2.3,4614406.1,0.1681,0.8319,,,,,,2.35,Not Available,,
Opioid Treatment Services,Municipal,801024036,Urgent Care/Clinic/Other Outpatient,300 Frontage Road,2127,3200,114.2,,,Urgent Care/Clinic/Other Outpatient,2000,21.7,6.8,365418.1,0.3655,0.6345,,,,,,0.84,Not Available,,
KILMER,Municipal,2009606000,K-12 School,35 Baker St.,2132,25068,50.3,83,,K-12 School,1935,71,2.8,1261801.6,0.1872,0.8128,,,,,,3.16,Not Available,,
INACTIVE BPHC - Wood Mullen Shelter (Combined w Finland),Municipal,801067010,Residence Hall/Dormitory,784 Massachusetts Ave,2126,100,Not Available,,,Residence Hall/Dormitory,2000,Not Available,Not Available,Not Available,,,,,,,,17905.44,Not Available,,
Honan-Allston Branch,Municipal,1100867000,Library,300 North Harvard St,2134,20000,121.5,,,Library,2000,141.2,7.1,2430657.3,0.2923,0.777,,,,,,2.42,Not Available,,
KENT,Municipal,202920000,K-12 School,50 Bunker Hill St.,2129,93350,81.4,49,,K-12 School,1972,420.8,4.5,7597225.2,0.1333,0.8667,,,,,,3.37,Not Available,,
Faneuil Branch,Municipal,2203357000,Library,319 Faneuil Street,2135,8072,11.6,,,Library,2000,6.6,0.8,93834.3,1,,,,,,,1.14,Not Available,,
Codman Square Health Center,Municipal,1701282000,Urgent Care/Clinic/Other Outpatient,2 Norfolk St,2119,18000,13.8,,,Urgent Care/Clinic/Other Outpatient,2000,17.4,1,248640.1,1,,,,,,,8.69,Not Available,,
New East Boston Library Branch,Municipal,104194001,Library,365 Bremen Street,2128,15000,99.5,,,Library,2013,95.9,6.4,1492799.9,0.6522,0.3478,,,,,,0.08,Not Available,,
KENNEDY PJ,Municipal,106987000,K-12 School,343 Saratoga St.,2128,36190,33.8,95,,K-12 School,1926,70.2,1.9,1223524.1,0.2522,0.7478,,,,,,2.42,Not Available,,
Brighton Branch,Municipal,2205472000,Library,40 Academy Rd,2135,17208,87.8,,,Library,2000,85.6,5,1510871.3,0.282,0.7918,,,,,,11.03,Not Available,,
District 8 Yard,Municipal,1809224000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",58 Dana Ave,2136,3000,198.8,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,39.4,13.1,596319.4,0.26,0.3387,,0.412,,,,12.59,Not Available,,
KENNEDY JF,Municipal,1002705000,K-12 School,7 Bolster St.,2130,49194,46.2,89,,K-12 School,1963,126.7,2.6,2274467.1,0.1533,0.8467,,,,,,3.73,Not Available,,
JACKSON MANN,Municipal,2101095000,K-12 School,40 Armington St.,2134,207798,105.3,20,,K-12 School,1975,1227.6,5.9,21889362.7,0.1744,0.8256,,,,,,3.34,Not Available,,
District 2/10 Yard,Municipal,1100867000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",280 Highland St,2119,27707,90.7,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,139.3,5,2514010.3,0.1343,0.8657,,,,,,5.82,Not Available,,
HALEY,Municipal,1806597000,K-12 School,570 American Legion HWY.,2131,38993,53.8,57,,K-12 School,1971,126.3,3.2,2096282.6,0.4186,0.5814,,,,,,2.64,Not Available,,
KENNEY,Municipal,1603485000,K-12 School,19 Oakton Ave.,2122,37578,36.9,94,,K-12 School,1926,78.3,2.1,1386007.1,0.1984,0.816,,,,,,2.79,Not Available,,
BPHC - Southampton Street,Municipal,801027012,Office,112 Southampton St,2118,44719,52,58,,Office,2000,163.1,3.6,2326319.3,1,,,,,,,67.99,Not Available,,
INACTIVE - 820 Cummins Hwy (DND parcel - no EUI reporting),Municipal,1801058000,Other,820 Cummins Hwy,2126,49458,Not Available,,,Other,2000,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,
George Robert White Resource Center,Municipal,1808974000,Other,26 Central Ave,2136,12300,40.9,,,Other,2000,28.8,2.3,502629.2,0.242,0.758,,,,,,Not Available,Not Available,,
DORCHESTER HS,Reported,1701773010,K-12 School,9 Peacevale Rd.,2124,143173,64.2,67,,K-12 School,1925,515.2,3.6,9197003,0.176,0.8294,,,,,,21.64,Not Available,,
GARFIELD,Municipal,2204036000,K-12 School,95 Beechcroft,2135,47314,49.1,88,,K-12 School,1925,128.1,2.7,2323515.1,0.1181,0.8819,,,,,,3.67,Not Available,,
GARDNER,Municipal,2201148000,K-12 School,30 Athol,2134,59196,31.2,97,,K-12 School,1906,104.9,1.8,1848410.5,0.2148,0.7852,,,,,,2.43,Not Available,,
FULLER,Municipal,1102901000,K-12 School,25 Glen Rd.,2130,19887,63.3,75,,K-12 School,1892,69,3.5,1258345.4,0.1,0.9,,,,,,1.54,Not Available,,
FIFIELD,Municipal,1701736000,K-12 School,20 Dunbar,2115,31654,57.4,79,,K-12 School,1916,100.6,3.2,1816020.3,0.1355,0.8645,,,,,,3.27,Not Available,,
FARRAGUT,Municipal,1000269000,K-12 School,10 Fenwood Rd.,2115,35055,47,83,,K-12 School,1904,94.2,2.7,1647717,0.2383,0.7617,,,,,,3.29,Not Available,,
EVERETT,Municipal,1301506000,K-12 School,71 Pleasant St.,2125,31410,53.1,81,,K-12 School,1909,93.2,3,1667293.3,0.1638,0.8362,,,,,,2.45,Not Available,,
DOT HS ANNEX,Reported,1701773010,K-12 School,9 Peacevale Rd.,2124,10287,137.1,7,,K-12 School,1995,78.2,7.6,1410665.1,0.1383,0.8617,,,,,,Not Available,Not Available,,
Nike Bldg 3,Reported,107066000,Fire Station,Long Island Road,2171,1500,40.5,,,Fire Station,2000,4.3,2.8,60691.9,1,,,,,,,Not Available,Not Available,,
EMERSON,Municipal,800593000,K-12 School,6 Shirley St.,2119,23320,51,76,,K-12 School,1924,68.6,2.9,1189713.2,0.266,0.734,,,,,,5.22,Not Available,,
Mirabella Pool,Municipal,303055000,Other - Recreation,475 Commercial St,2109,3220,39.8,,,"Heated Swimming Pool, Other - Recreation",2003,9,2.8,128188.4,0.9914,0.86,,,,,,412.5,Not Available,,
ELIOT UPPER SCHOOL (5-8),Municipal,303058001,K-12 School,585 Commercial St.,2109,46306,52.1,55,,"K-12 School, Parking",1962,135.4,3.2,2205359.4,0.4856,0.5144,,,,,,1.05,Not Available,,
George Wright Golf Course Maintenance Bldg,Municipal,1811338000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",420 West Street,2136,2000,73.4,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",1935,10.3,5.2,146890.2,1,,,,,,,Not Available,Not Available,,
George Wright Golf Course Clubhouse,Reported,1811338000,Other - Entertainment/Public Assembly,420 West Street,2136,3000,325,,,Other - Entertainment/Public Assembly,1935,69,23,974926.5,0.8377,,,0.1623,,,,3519.5,Not Available,,
Field Support Unit,Reported,1301627000,Police Station,170 HANCOCK ST,2125,7200,78.9,,,Police Station,2007,34.1,4.7,567885.1,0.419,0.5891,,,,,,10.43,Not Available,,
INACTIVE - Boston Common Maintenance Shed,Municipal,500812000,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",80 A Op Boylston St,2116,100,Not Available,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2001,0,0,Not Available,,,,,,,,Not Available,Not Available,,
BURKE HS (NEW),Reported,1400725000; 1400729000; 1400737000,K-12 School,60 Washington St.,2121,202304,79.1,,,"K-12 School, Library, Social/Meeting Hall",1934,937.9,4.6,15992211.9,0.3252,0.6748,,,,,,2.49,Not Available,"As of January 1, 2016, the Grove Hall Branch of BPL (ESPM ID 4019934), the Grove Hall Community Center of BCYF (no unique ESPM ID), and Burke HS (formerly ESPM ID **65) became ""co-located"". This ESPM project now accounts for the entire complex.",
EAST BOSTON HS,Municipal,103384000,K-12 School,86 White St.,2128,212505,52.5,80,,K-12 School,1926,628.4,3,11160076.4,0.1876,0.8124,,,,,,1.23,Not Available,,
EDWARDS,Municipal,200963000,K-12 School,28 Walker St.,2129,81668,24,98,,K-12 School,1932,117.4,1.4,1962665.4,0.3937,0.663,,,,,,3.28,Not Available,,
HALE,Municipal,903694001,K-12 School,51 Cedar St.,2119,23084,64.4,58,,K-12 School,1909,85.2,3.7,1486839.5,0.2456,0.7544,,,,,,3.6,Not Available,,
LATIN,Municipal,401846000,K-12 School,78 Louis Pasteur Ave.,2115,336545,53,72,,K-12 School,1922,1029.8,3.1,17829767.2,0.273,0.727,,,,,,2.08,Not Available,,
GUILD,Municipal,101681000,K-12 School,5 Ashley St.,2128,36628,44.2,90,,K-12 School,1921,90.8,2.5,1617233.6,0.1765,0.8235,,,,,,2.7,Not Available,,
GREW,Municipal,1811478000,K-12 School,40 Gordon Ave.,2136,32216,58.2,79,,K-12 School,1956,103.4,3.2,1874060.3,0.1214,0.8786,,,,,,2.75,Not Available,,
GREENWOOD S,Municipal,1402619000,K-12 School,186 GLENWAY ST,2121,58452,65.3,72,,K-12 School,1925,210,3.6,3816170.3,0.1122,0.8878,,,,,,1.78,Not Available,,
African American Museum (NA - does not report EUI),Municipal,300163000,Museum,46 Joy St,2114,4500,Not Available,,,Museum,2000,0,0,Not Available,,,,,,,,1.05,Not Available,,
Archives Building,Municipal,2009228000,Non-Refrigerated Warehouse,201 Rivermoor St,2132,119454,51.8,15,,Non-Refrigerated Warehouse,2000,391.1,3.3,6186012.2,0.5938,0.462,,,,,,1.7,Not Available,,
EDISON,Municipal,2205229000,K-12 School,60 Glenmont Rd.,2135,100500,60.1,77,,K-12 School,1932,333.2,3.3,6042691.1,0.119,0.881,,,,,,3.32,Not Available,,
Old State House (NA - does not report EUI),Municipal,303890000,Office,206 Washington St,2109,14088,Not Available,,,Office,2000,Not Available,Not Available,Not Available,,,,,,,,56.13,Not Available,,
Bruce C. Bolling Municipal Building,Reported,903139000,Office,2300 Washington St,2119,184032,83.9,60,,Office,2015,965.9,5.2,15431347.2,0.5571,0.4429,,,,,,6.9,Not Available,,
Recruit Investigations,Voluntary,Voluntary,Police Station,83 Freeport St,2122,2730,46.7,,,Police Station,1985,8.9,3.3,127485.1,1,,,,,,,Not Available,Not Available,,
INACTIVE - Boston Common Ranger Station,Submitted with possible data errors,500812000,Other - Recreation,148 TREMONT ST,2111,862,Not Available,,,Other - Recreation,2000,Not Available,Not Available,Not Available,,,,,,,,Not Available,Not Available,,
BRA / EDIC,Reported,302644000,Other,43 HAWKINS ST,2114,23408,186.8,,,Other,2000,251.9,10.8,4373010.6,0.2641,0.7359,,,,,,16.03,Not Available,Acquire billing data for 41 N. Chardon Street space leased by Pine Street Inn every year,
EEC EAST BOSTON,Municipal,103989000,K-12 School,135 Gove St.,2128,36400,67,38,,K-12 School,1998,146,4,2438928.7,0.397,0.63,,,,,,3.69,Not Available,,
GREENWOOD E,Municipal,1807633008,K-12 School,612 METROPOLITAN AVE,2136,51128,57.4,78,,K-12 School,1957,162.9,3.2,2936124.8,0.1393,0.867,,,,,,0.98,Not Available,,
GAVIN,Municipal,700774000,K-12 School,215 Dorchester,2127,108387,38.7,94,,K-12 School,1936,234.7,2.2,4198347.4,0.1633,0.8367,,,,,,1.58,Not Available,,
Tow Lot,Municipal,801024035,Other - Public Services,200 Frontage Rd,2118,46154,50.7,,,Other - Public Services,2000,147.8,3.2,2338464.9,0.4766,0.4289,,0.945,,,,4.08,Not Available,,
BPHC - Long Island Campus,Reported,107066000,Residence Hall/Dormitory,1 Long Island Rd,2171,300000,3.9,100,,Residence Hall/Dormitory,2000,86.6,0.3,1167672.2,0.75,,,0.9925,,,,Not Available,Not Available,,
BPHC - Finland Building,Reported,801067020,Urgent Care/Clinic/Other Outpatient,754 Albany Street,2118,90741,73.7,,,Urgent Care/Clinic/Other Outpatient,2000,425.9,4.7,6687559.9,0.6211,0.3789,,,,,,22.09,Not Available,,
WARREN PRESCOTT,Municipal,200276000,K-12 School,50 School St.,2129,59330,40.9,93,,K-12 School,1963,135.8,2.3,2427789.3,0.1665,0.8335,,,,,,4.32,Not Available,,
