Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water ,% District Chilled Water,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported,Covered by 5 Year Energy Action and Assessment Required in 2020,5 Year Energy Action and Assessment Compliance Status
Morgan Hall,Compliant,Office,15 Harvard Way,2163,117707,41,93,,Office,1927,343.4,2.9,4822640.5,0.524713671,,0.438039472,,,,Not Available,52646,"Until Jan 2017, water was allocated by gross square footage for this property, and did not represent actual usage. After January 2017, monthly readings are accurate.


A 48 kW solar PV system had been installed at Morgan Hall in March 2014.",,2200530000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Morgan Memorial Goodwill Inc,Compliant,Retail Store,1010 Harrison Ave,2119,87000,36.4,93,,"Parking, Retail Store",1986,235.2,2.7,3162778.7,0.9735291,0.0264709,,,,,5.55,,,,802375000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Morris Hall,Compliant,Residence Hall/Dormitory,14 Harvard Way,2163,50786,41.2,94,,Residence Hall/Dormitory,1926,145.9,2.9,2092861.1,0.388608637,,0.611391363,,,,Not Available,,"Until Jan 2017, water was allocated by gross square footage for this property, and did not represent actual usage. After January 2017, monthly readings are accurate.

Steam usage is allocated as 29% of the meter shared with Gallatin, Hamilton, Connell, Loeb, Ludcke, Wyss. Allocation is by GSF.",,2200530000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Morrissey Plaza - Vacant [NWL/National Wholesale Liquidators->11/30/18],Compliant,Retail Store,725 William T Morrissey Boulevard,2122,84470,30.5,81,,Retail Store,1965,179.2,2.1,2576783,0.752908957,0.247091043,,,,,6.2,,"Boston Parcel ID# 1600247000
at 729 William T Morrissey Boulevard, Dorchester, MA 02122.
The address aligns with Kimco's Borough Block Lot # 00245-020.

5/20/19-Vacant [NWL/National Wholesale Liquidators-Vacated on 11/30/18]
Building unoccupied by a tenant for all of 2019",,1600247000,"2015, 2016, 2017, 2018, 2019, 2020,",No,
Morse Hall,Municipal,College/University,275 Brookline Avenue,2215,22000,16.8,,,College/University,1953,27.7,1.3,370023.7,1,,,,,,Not Available,,,,402017000,"2016, 2017, 2018, 2019, 2020,",No,
Morville House: 100 Norway Street,Compliant,Multifamily Housing,100 Norway Street,2115,152987,71.9,72,,Multifamily Housing,1972,640,4.2,10996259,0.232931682,0.767068318,,,,,Not Available,,,,401452000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Mother Brook Trust,Compliant,Multifamily Housing,1608 River Street,2136,66954,8.8,,,Multifamily Housing,1986,35.3,0.5,585864,0.326357994,0.673642006,,,,,27.11,,,,1812141000,"2015, 2017, 2018, 2019, 2020,",Yes,Not Compliant
Mount Hope Cemetery Administration Building,Municipal,Office,355 Walk Hill St,2126,2400,219,8,,Office,2000,38.7,16.1,525490.1,0.115286473,,,0.884713527,,,Not Available,,,,1806135000,"2016, 2017, 2018, 2019, 2020,",No,
Mount Hope Cemetery Maintenance Building,Municipal,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",355 Walk Hill St,2126,2000,5.8,,,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2000,2.5,0.4,35484.8,1,,,,,,Not Available,,,,1806135000,"2016, 2017, 2018, 2019, 2020,",No,
Mount Pleasant (2 Waverly St),Compliant,Multifamily Housing,2 Waverly Street,2119,73144,57.2,88,,Multifamily Housing,1980,249.7,3.4,4185573,0.299698894,0.700301106,,,,,Not Available,,"Multiple parcels for building:  1200303000, 1200304000, 1200305000, 1200359000",,"1200302000, 1001633000","2015, 2016, 2017, 2018, 2019, 2020,",Yes,Not Compliant
Mountfort Place Condo Trust,Compliant,Multifamily Housing,120 Mountfort Street,2215,35800,66.9,50,,Multifamily Housing,2005,150,4.2,2396449.7,0.434788888,0.565211112,,,,,66.46,,,,2100256000,"2017, 2018, 2019, 2020,",No,
MOZART,Municipal,K-12 School,236 Beech St.,2131,16248,70,58,,K-12 School,1932,65.5,4,1137510.7,0.204991215,0.795008785,,,,,Not Available,,,,2000931000,"2016, 2017, 2018, 2019, 2020,",No,
MP/ORC,Municipal,K-12 School,75 Malcolm X Boulevard,2120,909764,61.1,54,,"K-12 School, Swimming Pool",1972,3419.4,3.8,55556391.5,0.386442179,0.613557823,,,,,Not Available,,,,902980000,"2016, 2017, 2018, 2019, 2020,",No,
MPDC - Brookledge Cummins: 60 Brookledge Street,Compliant,Multifamily Housing,60 Brookledge St,2121,32503,109,45,,Multifamily Housing,2008,197.2,6.1,3541902.1,0.117522672,0.882477328,,,,,Not Available,,,,1202311000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
MPDC - Brookledge Cummins: 610 Cummins Hwy,Compliant,Multifamily Housing,610 Cummins Hwy,2126,26000,83.8,48,,Multifamily Housing,2008,129,5,2179516.5,0.278022304,0.721977696,,,,,Not Available,,,,1802473000,"2017, 2018, 2019, 2020,",No,
MSPCA/Angell,Compliant,Other - Specialty Hospital,350 South Huntington Ave,2130,169972,146.7,,,Other - Specialty Hospital,1954,1543.3,9.1,24929942.3,0.402728445,0.597271555,,,,,2.47,,,,1002199000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
MURPHY,Municipal,K-12 School,1 Worrell St.,2122,147548,65.8,65,,"K-12 School, Swimming Pool",1973,581.9,3.9,9708397.7,0.312550834,0.687449155,,,,,Not Available,,,,1600261000,"2016, 2017, 2018, 2019, 2020,",No,
Murr Building,Compliant,Indoor Arena,65 North Harvard Street,2134,95594,66.6,,,"Indoor Arena, Office",1999,453.8,4.7,6361913.7,0.578500837,,0.421499163,,,,Not Available,,,,2200533000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Museum of Science,Compliant,Museum,8 Charles River Dam,02114-1099,460555,123.3,,,"Museum, Parking",1951,3934.5,8.5,56784574.9,0.396097263,0.037149858,0.566752877,,,,15.94,,"In 2009, the Museum undertook a Detailed Energy Audit (as part of a comprehensive Performance
Contract Initiative) in order to reduce overall energy consumption by 16.27%. Baseline was established as the average over 2 years from April 2007 thru March 2009.  This goal has been surpassed.  The Baseline was also used to establish a 20% reduction by 2020.

Cambridge Building Energy Reporting ID 512-4 & 512-2",,"301290001, 301290002","2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Nate Smith House: 155 Lamartine St - Compliance,Compliant,Multifamily Housing,155 Lamartine St,2130,40830,61.3,61,,Multifamily Housing,1998,148.5,3.6,2504635.1,0.283065625,0.716934375,,,,,Not Available,,,,1900029010,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
Navy Yard 34-39: Building 34,Compliant,Office,1 1st Avenue,2129,49247,295.2,1,,"Bank Branch, Office, Retail Store",1989,1067.7,21.7,14536856.9,0.931838663,0.068161337,,,,,Not Available,,,,203512000,"2017, 2018, 2019, 2020,",No,
Navy Yard 34-39: Building 39,Compliant,Office,100 1st Avenue,2129,86951,57.2,49,,Office,1989,353.7,4.1,4974811.1,0.824209908,0.175790112,,,,,Not Available,,,,203511000,"2017, 2018, 2019, 2020,",No,
Nazing Court (1202365000)-Winn,Compliant,Multifamily Housing,1-8 Nazing Court,2121,116734,56.4,66,,Multifamily Housing,2003,400.4,3.4,6586832,0.351287508,0.648712477,,,,,36.55,,,,"1202365000, 1202367000","2016, 2017, 2018, 2020,",Yes,Not Compliant
Nazzaro Community Center,Municipal,Other - Recreation,32 North Bennet St,2113,28000,58.8,,,Other - Recreation,2000,92.9,3.3,1645860.4,0.152030755,0.847969245,,,,,Not Available,,,,302342000,"2016, 2017, 2018, 2019, 2020,",No,
New Academy Estates-2897-2933 Washington,Compliant,Multifamily Housing,2897-2933 Washington Street,2119,86760,87.7,67,,"Multifamily Housing, Parking",2001,435.6,5,7605561.6,0.190651891,0.809348096,,,,,Not Available,,This parcel number contains 7 individual buildings that share meters.,,"1100915001, 1101752000","2015, 2016, 2017, 2018, 2019, 2020,",Yes,Not Compliant
New Academy Estates-29 Cobden,Compliant,Multifamily Housing,29 Cobden St,2119,144479,94.9,41,,Multifamily Housing,2001,790,5.5,13704310,0.207485193,0.792514815,,,,,Not Available,,This parcel number contains 13 individual buildings that share meters.,,1101752000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Not Compliant
New Dental Research Building,Compliant,College/University,190 Longwood Ave,2115,70298,337.9,,,College/University,2005,1544.5,22,23755337,0.277718489,8.41916E-06,0.448446621,,,0.273826475,Not Available,,"The Medical Area Total Energy Plant (MATEP) located at 474 Brookline Ave., Boston supplies the majority of utilities (Steam, Chilled Water and Electricity) for the Harvard Medical School Campus. The Campus receives one utility invoice from MATEP. Buildings are individually sub metered.",,401882000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
New East Boston Library Branch,Municipal,Library,365 Bremen Street,2128,15000,85.4,,,Library,2013,82,5.5,1281005.8,0.638096174,0.361903904,,,,,Not Available,,,,104194001,"2016, 2017, 2018, 2019, 2020,",No,
New England Aquarium,Compliant,Other - Entertainment/Public Assembly,250 Atlantic Ave,2110,136000,181.9,,,Other - Entertainment/Public Assembly,1969,1829.3,13.5,24735490.7,0.954708717,0.044900043,0.000391239,,,,Not Available,,"Main Building, Central Wharf

New England Aquarium

Public Aquarium",,302990000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
New England Center and Home for Veterans: 17 Court Street,Compliant,Multifamily Housing,17 Court Street,2108,134190,69.7,,,"Multifamily Housing, Other",1920,629.8,4.7,9348465.9,0.653408213,0.346591787,,,,,Not Available,,"Two attached buildings (4 occupied stories above grade and 9 occupied stories above grade with 10th floor mechanical room), 96 SRO and 0BR units, and 193 transitional shelter housing beds in 11 dormitory rooms, extensive office and supportive services space and commercial kitchen.",,302886000,"2015, 2016, 2017, 2018, 2020,",Yes,Compliant - 15% Efficiency Improvement
New England Law/Boston,Compliant,Other - Education,154 Stuart St.,2116,65000,83.6,,,Other - Education,1879,353.3,5.4,5431226.4,0.546864682,0.453135318,,,,,1.15,,,,500077000,"2015, 2016, 2017, 2018, 2019, 2020,",No,
New Franklin Park,Compliant,Multifamily Housing,132 Seaver Street,2121,184496,126.7,11,,Multifamily Housing,1900,1317.5,7.1,23382522.4,0.148092928,0.851907072,,,,,Not Available,,,,"1202352000, 1202396000, 1401235000, 1402539000, 1401233000, 1500516000, 1402708000, 1401938000, 1202987000, 1401232000, 1202395000, 1402797000, 1402822000, 1202353000, 1700625000, 1202354000","2017, 2018, 2019, 2020,",No,
New Mass Pike Towers,Compliant,Multifamily Housing,366 Tremont Street,2116,232496,87.2,56,,Multifamily Housing,1974,1142.1,4.9,20283825.3,0.146129867,0.853870128,,,,,Not Available,,,,500270000,"2016, 2017, 2018, 2019, 2020,",Yes,Extension
New Port Antonio - 186 Ruthven St,Compliant,Multifamily Housing,186 Ruthven St,2121,28066,72.9,61,,Multifamily Housing,1920,114.6,4.1,2046905.2,0.131182236,0.868817764,,,,,Not Available,,,,1202208000,"2017, 2018, 2019, 2020,",No,
New Research Building (NRB),Compliant,College/University,77 Avenue Louis Pasteur,2115,562781,341.7,,,"College/University, Parking",2003,13444.9,23.9,192303299.8,0.418460812,0.004263577,0.577275611,,,,Not Available,,"The Medical Area Total Energy Plant (MATEP) on Brookline Ave., Boston supplies Steam to the NRB. NSTAR provides electrical service. NRB building operates a 24/7 critical environment laboratory for scientfic research.",,401849000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
New Residence Hall,Compliant,Residence Hall/Dormitory,400 Fenway,2115,315000,60.8,79,,Residence Hall/Dormitory,2018,1163.3,3.7,19147888.9,0.35006598,0.64993402,,,,,Not Available,,"new building, went online September 2019, meter installation delayed",,401847000,"2015, 2016, 2017, 2018, 2019, 2020,",No,
Newcastle/Saranac: 599 Columbus Ave (1-10),Compliant,Multifamily Housing,599 Columbus Ave,2118,35545,110.9,22,,Multifamily Housing,1930,221,6.2,3940877.4,0.135524947,0.864475053,,,,,20.1,,,,901006000,"2017, 2018, 2019, 2020,",No,
Newcastle/Saranac: 609-627 Columbus Ave,Compliant,Multifamily Housing,627 Columbus Ave,2118,74156,114.1,5,,Multifamily Housing,1930,466.9,6.3,8458827.1,0.095142588,0.904857412,,,,,42.3,,,,901045000,"2017, 2018, 2019, 2020,",No,
Newfield Woods Condo ASC,Compliant,Multifamily Housing,97 Anderer LN,2132,71121,61.4,78,,Multifamily Housing,1990,253.2,3.6,4368081.1,0.222793666,0.777206334,,,,,Not Available,,,,2007665010,"2016, 2018, 2019, 2020,",No,
Newmarket Center,Compliant,Office,67 & 76-80 Kemble Street,2119,56676,0.8,,,"Office, Parking",1880,3.5,0.1,46065,1,,,,,,Not Available,,,,800942000,"2018, 2019, 2020,",No,
Nike Bldg 3,Municipal,Fire Station,Long Island Road,2171,1500,53,,,Fire Station,2000,6,4,79517.8,1,,,,,,Not Available,,,,107066000,"2016, 2017, 2018, 2019, 2020,",No,
Nike Bldg 4,Municipal,Fire Station,Long Island Road,2169,1500,78.5,,,Fire Station,2000,8.8,5.9,117788.2,1,,,,,,Not Available,,,,,"2016, 2018, 2019, 2020,",No,
Nine Zero - SV,Compliant,Hotel,90 Tremont Street,2108,190440,112.9,51,,Hotel,2001,1304.8,6.9,21503823.2,0.346504114,0.653495886,,,,,Not Available,,,,304697000,"2015, 2016, 2018, 2019, 2020,",No,
Noral Housing: Noral - Algonquin / Bradlee,Compliant,Multifamily Housing,12 Algonquin Street,2124,63942,85.5,32,,Multifamily Housing,1970,317.1,5,5467235.6,0.223604613,0.776395387,,,,,Not Available,,,,1700075000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
North End Branch,Municipal,Library,25 Parmenter St,2113,7600,102.9,,,Library,2000,46.5,6.1,782415.3,0.289538433,0.710461567,,,,,Not Available,,,,302365000,"2016, 2017, 2018, 2019, 2020,",No,
North End Garage,Compliant,Parking,600 Commercial St.,02109-1015,1,6.7,,,Parking,1925,104.3,0.5,1391854.3,1,,,,,,0.21,,,,301937000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
North Hall,Municipal,College/University,86 Pilgrim Road,2215,26000,20.6,,,College/University,1903,40.2,1.5,535926.1,1,,,,,,Not Available,,,,402012000,"2015, 2016, 2018, 2019, 2020,",Yes,Extension
Northampton Campus,Municipal,Other - Lodging/Residential,35 Northampton Street,2118,289096,90.6,,,Other - Lodging/Residential,2000,1836.5,6.4,26178850.5,0.4396577,,0.5603423,,,,Not Available,,,,801720000,"2016, 2017, 2018, 2019, 2020,",No,
Northeastern University Big Campus,Compliant,College/University,360 Huntington Avenue,2115,4699442,140.2,,,College/University,1956,41804.3,8.5,689918368.7,0.342572394,0.657312592,,0.000115014,,,Not Available,,,,"401620000, 401676000, 401680000, 401753000, 402128010, 402129000, 402222010, 402236000, 402244010, 402245030, 402245034, 402248000, 402262000","2014, 2015, 2016, 2017, 2018, 2019, 2020,",Yes,Compliant - ASHRAE II Energy Audit
Northern Ave Bridge Tender House,Municipal,Other - Public Services,5 NORTHERN AV,2210,2000,42.5,,,Other - Public Services,2000,6.4,3.2,85085.1,1,,,,,,Not Available,,,,,"2016, 2018, 2019, 2020,",No,
Norway Housing: 87 Saint Stephen Street,Compliant,Multifamily Housing,87 Saint Stephen Street,2115,39048,77.6,81,,Multifamily Housing,1978,171.5,4.4,3031638.7,0.157704346,0.842295654,,,,,Not Available,,,,401665000,"2017, 2018, 2019, 2020,",No,
Norway Housing: 99-103 Norway Street,Compliant,Multifamily Housing,99-103 Norway Street,2115,45570,77.4,63,,Multifamily Housing,1978,258.5,5.7,3527074.2,0.16566062,0.049575283,,0.784764097,,,Not Available,,,,401410000,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Not Compliant
Norway Housing: Norway - Hemenway,Voluntary,Multifamily Housing,30 Hemenway Street,2115,31104,80.7,77,,Multifamily Housing,1978,184,5.9,2509051.3,0.176976971,0.047070739,,0.775952249,,,Not Available,,30 Hemenway Parcel ID 0401396000 not on CBL but has more than 35 apartments.,,401396000,"2018, 2019, 2020,",No,
Notre Dame Campus,Compliant,Residence Hall/Dormitory,17 Highland Park Street,2119,35734,51.6,,,"Other, Residence Hall/Dormitory",1840,176.5,3,3041930.5,0.225566002,0.774433998,,,,,Not Available,,"Off-campus sutdent housing. Manned by a Campus Safety officer 24/7. Various vendors in the buildings to make infrastructure improvements (i.e. doors and locks, IT cabling, etc).",,1100706000,"2016, 2017, 2018, 2019, 2020,",No,
NSTAR Mass Ave Building A,Submitted With Possible Data Errors,Office,1165 Massachusetts Ave,2125,115803,Not Available,,,"Office, Parking",1981,0,0,Not Available,,,,,,,Not Available,,Information added for submittal as per Boston Energy Ordinance for Building A (work center) only.,,703584000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
NW 230 Congress Street Property Owner LLC,Compliant,Office,230 Congress Street,2110,182653,148.4,40,,"Data Center, Office",1931,2006.7,11,27106095.4,0.894026729,,0.105973271,,,,Not Available,,,,304190000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Oak Square Mainsail LLC,Compliant,Multifamily Housing,109-111 Tremont Street,2135,62699,78.7,58,,Multifamily Housing,1972,277.7,4.4,4935937.2,0.184438368,0.815561632,,,,,42.25,,,,2203712010,"2016, 2017, 2018, 2020,",Yes,Not Compliant
Oak Terrace Apartments,Compliant,Multifamily Housing,888 Washington Street,2111,110224,66.3,90,,Multifamily Housing,1994,425.1,3.9,7305285.5,0.232287636,0.767712364,,,,,45.44,,"Building is listed on the Covered Buildings List as ES Washington Street. Square footage was only for a portion of the property on the tax assessor map, which was under the threshold anyway. The GFA used is the correct value for this property. 
",,305484010,"2015, 2016, 2017, 2018, 2019, 2020,",Yes,Extension
O'DONNELL,Municipal,K-12 School,33 Trenton St.,2128,24648,52.3,80,,K-12 School,1932,74.7,3,1288343.8,0.223234512,0.776765488,,,,,Not Available,,,,102615000,"2016, 2017, 2018, 2019, 2020,",No,
O'HEARN,Municipal,K-12 School,1669 Dorchester Ave.,2122,30381,118.3,23,,K-12 School,1957,197.6,6.5,3595267.9,0.084201709,0.915798291,,,,,Not Available,,,,1601228000,"2016, 2017, 2018, 2019, 2020,",No,
Ohrenberger School,Municipal,K-12 School,175 West Boundary Rd,2132,111592,98.6,22,,K-12 School,1972,640,5.7,10997671.8,0.232622381,0.767377619,,,,,Not Available,,,,2012032000,"2016, 2017, 2018, 2019, 2020,",No,
Old City Hall,Compliant,Office,45 School Street,2108,114388,64.7,79,"2019, 2018","Office, Restaurant",1862,507.8,4.4,7405601.2,0.542466235,0.184819147,0.272714618,,,,19.61,,,,302856000,"2015, 2016, 2017, 2018, 2019, 2020,",No,
Old South Church in Boston,Compliant,Worship Facility,645 Boylston Street,2116,54860,61.1,,,Worship Facility,1875,207.6,3.8,3353687.1,0.402226523,0.597773507,,,,,Not Available,,,,501387000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
Oliver Lofts,Compliant,Multifamily Housing,166 Terrace Street,2120,80754,44.3,97,,"Multifamily Housing, Parking",1920,217,2.7,3577183.4,0.346376062,0.65362391,,,,,25.19,,,,"1000358012, 1000358010, 1000358, 1000358014, 1000358016, 1000358018, 1000358020, 1000358022, 1000358024, 1000358026, 1000358028, 1000358030, 1000358032, 1000358034, 1000358036","2015, 2016, 2017, 2018, 2019, 2020,",No,
Olnick - 329 Washington Street,Compliant,Multifamily Housing,329-343 Washington Street,2135,36195,85.4,,,"Multifamily Housing, Retail Store",1899,174.2,4.8,3091599.8,0.147997228,0.852002772,,,,,Not Available,,,,2202396000,"2016, 2017, 2018, 2019, 2020,",No,
Omni Parker House,Compliant,Hotel,60 School Street,2108,338000,167.5,14,,Hotel,1855,3754.2,11.1,56613327,0.253819563,0.16958021,0.576600227,,,,Not Available,,,,304696000,"2016, 2017, 2018, 2020,",No,
One Back Bay,Compliant,Multifamily Housing,135 CLARENDON ST,2116,444893,53.4,74,,"Food Sales, Multifamily Housing, Parking, Retail Store",2009,1544.6,3.5,23769475.7,0.543850616,0.45614938,,,,,Not Available,,Parcel ID: 0401129218,,"401129010, 401129218","2015, 2016, 2017, 2018, 2019, 2020,",Yes,Not Compliant
One Beacon,Compliant,Office,1 Beacon Street,2108,1136283,72.5,79,"2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007","Data Center, Office, Parking",1973,5621.3,4.9,82365126.7,0.549331699,0.015132618,0.435535683,,,,9.16,,,,302720000,"2014, 2015, 2016, 2017, 2018, 2019, 2020,",No,
